/home/oliver/anaconda3/envs/pytorch/bin/python /home/oliver/PycharmProjects/StereoNet/pretrain-sceneflow/sceneflow-pretrain.py
-- model using stereonet --
-- no checkpoint --
Number of model parameters: 424610
This is 0-th epoch
learning rate : 0.001000
/home/oliver/anaconda3/envs/pytorch/lib/python3.7/site-packages/torch/nn/_reduction.py:49: UserWarning: size_average and reduce args will be deprecated, please use reduction='mean' instead.
Iter 1180 training loss = 3.700 , time = 0.44
Iter 1200 training loss = 5.770 , time = 0.44
Iter 1220 training loss = 3.008 , time = 0.44
Iter 1240 training loss = 3.398 , time = 0.44
Iter 1260 training loss = 5.213 , time = 0.44
Iter 1280 training loss = 4.484 , time = 0.44
Iter 1300 training loss = 4.017 , time = 0.44
Iter 1320 training loss = 6.654 , time = 0.44
Iter 1340 training loss = 4.222 , time = 0.44
Iter 1360 training loss = 3.755 , time = 0.44
Iter 1380 training loss = 3.178 , time = 0.45
Iter 1400 training loss = 3.077 , time = 0.45
Iter 1420 training loss = 4.181 , time = 0.44
Iter 1440 training loss = 4.718 , time = 0.44
Iter 1460 training loss = 3.942 , time = 0.44
Iter 1480 training loss = 7.323 , time = 0.44
Iter 1500 training loss = 3.294 , time = 0.44
Iter 1520 training loss = 4.411 , time = 0.44
Iter 1540 training loss = 3.615 , time = 0.44
Iter 1560 training loss = 4.815 , time = 0.44
Iter 1580 training loss = 6.456 , time = 0.44
Iter 1600 training loss = 3.721 , time = 0.44
Iter 1620 training loss = 3.422 , time = 0.44
Iter 1640 training loss = 4.694 , time = 0.44
Iter 1660 training loss = 3.625 , time = 0.44
Iter 1680 training loss = 3.819 , time = 0.44
Iter 1700 training loss = 4.176 , time = 0.44
Iter 1720 training loss = 4.366 , time = 0.44
Iter 1740 training loss = 3.272 , time = 0.44
Iter 1760 training loss = 4.809 , time = 0.44
Iter 1780 training loss = 4.474 , time = 0.44
Iter 1800 training loss = 4.762 , time = 0.44
Iter 1820 training loss = 3.492 , time = 0.44
Iter 1840 training loss = 5.126 , time = 0.45
Iter 1860 training loss = 2.895 , time = 0.44
Iter 1880 training loss = 3.823 , time = 0.44
Iter 1900 training loss = 5.435 , time = 0.44
Iter 1920 training loss = 3.223 , time = 0.44
Iter 1940 training loss = 3.593 , time = 0.44
Iter 1960 training loss = 4.602 , time = 0.44
Iter 1980 training loss = 3.065 , time = 0.44
Iter 2000 training loss = 5.002 , time = 0.44
Iter 2020 training loss = 6.360 , time = 0.44
Iter 2040 training loss = 3.961 , time = 0.44
Iter 2060 training loss = 4.656 , time = 0.44
Iter 2080 training loss = 2.968 , time = 0.44
Iter 2100 training loss = 4.983 , time = 0.44
Iter 2120 training loss = 4.295 , time = 0.44
Iter 2140 training loss = 5.168 , time = 0.44
Iter 2160 training loss = 4.279 , time = 0.44
Iter 2180 training loss = 3.767 , time = 0.44
Iter 2200 training loss = 3.897 , time = 0.44
epoch 15 total training loss = 4.355
This is 16-th epoch
learning rate : 0.000185
Iter 0 training loss = 3.463 , time = 0.48
Iter 20 training loss = 4.596 , time = 0.44
Iter 40 training loss = 2.957 , time = 0.44
Iter 60 training loss = 4.760 , time = 0.44
Iter 80 training loss = 4.647 , time = 0.44
Iter 100 training loss = 4.568 , time = 0.44
Iter 120 training loss = 3.656 , time = 0.44
Iter 140 training loss = 3.227 , time = 0.44
Iter 160 training loss = 4.070 , time = 0.44
Iter 180 training loss = 5.575 , time = 0.44
Iter 200 training loss = 4.181 , time = 0.44
Iter 220 training loss = 3.486 , time = 0.44
Iter 240 training loss = 4.135 , time = 0.45
Iter 260 training loss = 4.888 , time = 0.44
Iter 280 training loss = 4.279 , time = 0.44
Iter 300 training loss = 3.272 , time = 0.44
Iter 320 training loss = 3.667 , time = 0.44
Iter 340 training loss = 4.072 , time = 0.44
Iter 360 training loss = 5.107 , time = 0.44
Iter 380 training loss = 4.966 , time = 0.44
Iter 400 training loss = 5.133 , time = 0.45
Iter 420 training loss = 3.814 , time = 0.44
Iter 440 training loss = 6.032 , time = 0.44
Iter 460 training loss = 4.077 , time = 0.44
Iter 480 training loss = 4.863 , time = 0.44
Iter 500 training loss = 4.327 , time = 0.44
Iter 520 training loss = 2.541 , time = 0.44
Iter 540 training loss = 4.146 , time = 0.44
Iter 560 training loss = 3.613 , time = 0.44
Iter 580 training loss = 4.367 , time = 0.44
Iter 600 training loss = 3.775 , time = 0.44
Iter 620 training loss = 4.308 , time = 0.44
Iter 640 training loss = 5.174 , time = 0.45
Iter 660 training loss = 5.087 , time = 0.45
Iter 680 training loss = 3.658 , time = 0.44
Iter 700 training loss = 3.448 , time = 0.44
Iter 720 training loss = 3.759 , time = 0.45
Iter 740 training loss = 3.100 , time = 0.44
Iter 760 training loss = 4.026 , time = 0.44
Iter 780 training loss = 3.602 , time = 0.44
Iter 800 training loss = 3.244 , time = 0.44
Iter 820 training loss = 5.099 , time = 0.44
Iter 840 training loss = 5.227 , time = 0.44
Iter 860 training loss = 5.081 , time = 0.44
Iter 880 training loss = 3.732 , time = 0.44
Iter 900 training loss = 5.093 , time = 0.44
Iter 920 training loss = 3.326 , time = 0.44
Iter 940 training loss = 4.096 , time = 0.44
Iter 960 training loss = 5.189 , time = 0.44
Iter 980 training loss = 3.766 , time = 0.44
Iter 1000 training loss = 4.145 , time = 0.45
Iter 1020 training loss = 3.693 , time = 0.44
Iter 1040 training loss = 5.620 , time = 0.44
Iter 1060 training loss = 4.410 , time = 0.44
Iter 1080 training loss = 5.375 , time = 0.44
Iter 1100 training loss = 3.996 , time = 0.44
Iter 1120 training loss = 3.643 , time = 0.44
Iter 1140 training loss = 5.987 , time = 0.45
Iter 1160 training loss = 4.046 , time = 0.44
Iter 1180 training loss = 4.330 , time = 0.44
Iter 1200 training loss = 5.996 , time = 0.44
Iter 1220 training loss = 3.061 , time = 0.44
Iter 1240 training loss = 2.807 , time = 0.44
Iter 1260 training loss = 3.666 , time = 0.44
Iter 1280 training loss = 5.459 , time = 0.44
Iter 1300 training loss = 4.039 , time = 0.44
Iter 1320 training loss = 4.451 , time = 0.44
Iter 1340 training loss = 3.273 , time = 0.44
Iter 1360 training loss = 3.541 , time = 0.44
Iter 1380 training loss = 4.177 , time = 0.44
Iter 1400 training loss = 4.066 , time = 0.44
Iter 1420 training loss = 4.775 , time = 0.44
Iter 1440 training loss = 3.177 , time = 0.44
Iter 1460 training loss = 2.893 , time = 0.44
Iter 1480 training loss = 5.317 , time = 0.44
Iter 1500 training loss = 4.687 , time = 0.44
Iter 1520 training loss = 3.960 , time = 0.44
Iter 1540 training loss = 2.555 , time = 0.44
Iter 1560 training loss = 4.724 , time = 0.44
Iter 1580 training loss = 3.781 , time = 0.44
Iter 1600 training loss = 2.899 , time = 0.44
Iter 1620 training loss = 4.099 , time = 0.44
Iter 1640 training loss = 4.939 , time = 0.44
Iter 1660 training loss = 4.648 , time = 0.44
Iter 1680 training loss = 4.613 , time = 0.44
Iter 1700 training loss = 4.895 , time = 0.44
Iter 1720 training loss = 4.179 , time = 0.44
Iter 1740 training loss = 3.533 , time = 0.44
Iter 1760 training loss = 3.833 , time = 0.44
Iter 1780 training loss = 3.843 , time = 0.44
Iter 1800 training loss = 4.023 , time = 0.44
Iter 1820 training loss = 3.768 , time = 0.44
Iter 1840 training loss = 5.471 , time = 0.44
Iter 1860 training loss = 3.427 , time = 0.44
Iter 1880 training loss = 5.133 , time = 0.44
Iter 1900 training loss = 4.287 , time = 0.44
Iter 1920 training loss = 3.328 , time = 0.44
Iter 1940 training loss = 3.476 , time = 0.44
Iter 1960 training loss = 2.500 , time = 0.45
Iter 1980 training loss = 3.560 , time = 0.44
Iter 2000 training loss = 3.970 , time = 0.44
Iter 2020 training loss = 5.149 , time = 0.44
Iter 2040 training loss = 3.786 , time = 0.44
Iter 2060 training loss = 3.687 , time = 0.44
Iter 2080 training loss = 4.170 , time = 0.44
Iter 2100 training loss = 2.629 , time = 0.44
Iter 2120 training loss = 2.504 , time = 0.44
Iter 2140 training loss = 4.709 , time = 0.44
Iter 2160 training loss = 3.949 , time = 0.44
Iter 2180 training loss = 5.661 , time = 0.44
Iter 2200 training loss = 4.443 , time = 0.44
epoch 16 total training loss = 4.255
This is 17-th epoch
learning rate : 0.000167
Iter 0 training loss = 3.551 , time = 0.48
Iter 20 training loss = 3.763 , time = 0.44
Iter 40 training loss = 5.458 , time = 0.44
Iter 60 training loss = 3.071 , time = 0.44
Iter 80 training loss = 5.076 , time = 0.44
Iter 100 training loss = 4.035 , time = 0.44
Iter 120 training loss = 7.906 , time = 0.44
Iter 140 training loss = 3.125 , time = 0.44
Iter 160 training loss = 4.178 , time = 0.44
Iter 180 training loss = 4.903 , time = 0.44
Iter 200 training loss = 4.257 , time = 0.44
Iter 220 training loss = 3.035 , time = 0.44
Iter 240 training loss = 3.796 , time = 0.44
Iter 260 training loss = 5.243 , time = 0.44
Iter 280 training loss = 4.430 , time = 0.44
Iter 300 training loss = 5.131 , time = 0.44
Iter 320 training loss = 5.167 , time = 0.45
Iter 340 training loss = 4.107 , time = 0.44
Iter 360 training loss = 4.291 , time = 0.44
Iter 380 training loss = 4.170 , time = 0.44
Iter 400 training loss = 3.602 , time = 0.45
Iter 420 training loss = 3.327 , time = 0.44
Iter 440 training loss = 5.116 , time = 0.44
Iter 460 training loss = 4.510 , time = 0.44
Iter 480 training loss = 4.878 , time = 0.45
Iter 500 training loss = 4.917 , time = 0.44
Iter 520 training loss = 7.005 , time = 0.44
Iter 540 training loss = 4.059 , time = 0.44
Iter 560 training loss = 4.967 , time = 0.44
Iter 580 training loss = 5.119 , time = 0.44
Iter 600 training loss = 5.209 , time = 0.44
Iter 620 training loss = 3.624 , time = 0.44
Iter 640 training loss = 5.461 , time = 0.44
Iter 660 training loss = 3.709 , time = 0.44
Iter 680 training loss = 3.098 , time = 0.44
Iter 700 training loss = 3.000 , time = 0.45
Iter 720 training loss = 3.507 , time = 0.44
Iter 740 training loss = 2.732 , time = 0.44
Iter 760 training loss = 3.032 , time = 0.44
Iter 780 training loss = 3.622 , time = 0.44
Iter 800 training loss = 4.561 , time = 0.44
Iter 820 training loss = 3.296 , time = 0.44
Iter 840 training loss = 3.800 , time = 0.44
Iter 860 training loss = 3.736 , time = 0.44
Iter 880 training loss = 3.478 , time = 0.44
Iter 900 training loss = 4.724 , time = 0.44
Iter 920 training loss = 5.836 , time = 0.44
Iter 940 training loss = 3.204 , time = 0.44
Iter 960 training loss = 4.331 , time = 0.44
Iter 980 training loss = 3.717 , time = 0.44
Iter 1000 training loss = 3.632 , time = 0.44
Iter 1020 training loss = 3.489 , time = 0.44
Iter 1040 training loss = 4.180 , time = 0.44
Iter 1060 training loss = 4.284 , time = 0.44
Iter 1080 training loss = 4.233 , time = 0.44
Iter 1100 training loss = 4.464 , time = 0.44
Iter 1120 training loss = 3.130 , time = 0.44
Iter 1140 training loss = 3.231 , time = 0.44
Iter 1160 training loss = 3.793 , time = 0.44
Iter 1180 training loss = 5.266 , time = 0.44
Iter 1200 training loss = 2.801 , time = 0.44
Iter 1220 training loss = 5.648 , time = 0.44
Iter 1240 training loss = 3.832 , time = 0.45
Iter 1260 training loss = 3.488 , time = 0.44
Iter 1280 training loss = 3.352 , time = 0.44
Iter 1300 training loss = 3.109 , time = 0.44
Iter 1320 training loss = 4.196 , time = 0.44
Iter 1340 training loss = 4.244 , time = 0.44
Iter 1360 training loss = 5.009 , time = 0.44
Iter 1380 training loss = 5.145 , time = 0.44
Iter 1400 training loss = 2.953 , time = 0.44
Iter 1420 training loss = 3.827 , time = 0.44
Iter 1440 training loss = 3.016 , time = 0.44
Iter 1460 training loss = 4.349 , time = 0.44
Iter 1480 training loss = 3.242 , time = 0.44
Iter 1500 training loss = 3.545 , time = 0.44
Iter 1520 training loss = 4.837 , time = 0.44
Iter 1540 training loss = 3.541 , time = 0.44
Iter 1560 training loss = 4.224 , time = 0.44
Iter 1580 training loss = 4.243 , time = 0.44
Iter 1600 training loss = 2.910 , time = 0.44
Iter 1620 training loss = 4.160 , time = 0.44
Iter 1640 training loss = 3.082 , time = 0.44
Iter 1660 training loss = 3.622 , time = 0.44
Iter 1680 training loss = 4.167 , time = 0.44
Iter 1700 training loss = 5.281 , time = 0.44
Iter 1720 training loss = 3.864 , time = 0.44
Iter 1740 training loss = 3.117 , time = 0.44
Iter 1760 training loss = 2.772 , time = 0.44
Iter 1780 training loss = 2.834 , time = 0.44
Iter 1800 training loss = 3.452 , time = 0.44
Iter 1820 training loss = 4.816 , time = 0.44
Iter 1840 training loss = 5.355 , time = 0.44
Iter 1860 training loss = 4.481 , time = 0.44
Iter 1880 training loss = 4.669 , time = 0.44
Iter 1900 training loss = 3.870 , time = 0.44
Iter 1920 training loss = 4.535 , time = 0.44
Iter 1940 training loss = 3.828 , time = 0.44
Iter 1960 training loss = 4.365 , time = 0.44
Iter 1980 training loss = 3.341 , time = 0.44
Iter 2000 training loss = 4.987 , time = 0.44
Iter 2020 training loss = 3.718 , time = 0.44
Iter 2040 training loss = 4.871 , time = 0.44
Iter 2060 training loss = 3.703 , time = 0.44
Iter 2080 training loss = 2.978 , time = 0.44
Iter 2100 training loss = 3.440 , time = 0.44
Iter 2120 training loss = 4.488 , time = 0.44
Iter 2140 training loss = 4.280 , time = 0.44
Iter 2160 training loss = 4.906 , time = 0.44
Iter 2180 training loss = 4.145 , time = 0.44
Iter 2200 training loss = 4.473 , time = 0.44
epoch 17 total training loss = 4.188
This is 18-th epoch
learning rate : 0.000150
Iter 0 training loss = 3.926 , time = 0.48
Iter 20 training loss = 4.042 , time = 0.44
Iter 40 training loss = 4.312 , time = 0.44
Iter 60 training loss = 2.840 , time = 0.44
Iter 80 training loss = 2.855 , time = 0.44
Iter 100 training loss = 4.589 , time = 0.44
Iter 120 training loss = 3.517 , time = 0.44
Iter 140 training loss = 4.297 , time = 0.44
Iter 160 training loss = 6.216 , time = 0.44
Iter 180 training loss = 3.780 , time = 0.44
Iter 200 training loss = 3.488 , time = 0.44
Iter 220 training loss = 3.745 , time = 0.44
Iter 240 training loss = 3.634 , time = 0.44
Iter 260 training loss = 3.148 , time = 0.44
Iter 280 training loss = 3.585 , time = 0.44
Iter 300 training loss = 3.029 , time = 0.44
Iter 320 training loss = 4.242 , time = 0.44
Iter 340 training loss = 3.509 , time = 0.44
Iter 360 training loss = 6.161 , time = 0.44
Iter 380 training loss = 2.975 , time = 0.44
Iter 400 training loss = 3.965 , time = 0.44
Iter 420 training loss = 5.567 , time = 0.44
Iter 440 training loss = 4.467 , time = 0.44
Iter 460 training loss = 4.302 , time = 0.44
Iter 480 training loss = 3.425 , time = 0.44
Iter 500 training loss = 4.368 , time = 0.44
Iter 520 training loss = 5.065 , time = 0.44
Iter 540 training loss = 4.423 , time = 0.44
Iter 560 training loss = 3.404 , time = 0.44
Iter 580 training loss = 4.258 , time = 0.44
Iter 600 training loss = 3.710 , time = 0.44
Iter 620 training loss = 3.920 , time = 0.44
Iter 640 training loss = 3.094 , time = 0.44
Iter 660 training loss = 3.463 , time = 0.44
Iter 680 training loss = 3.817 , time = 0.44
Iter 700 training loss = 4.527 , time = 0.44
Iter 720 training loss = 6.755 , time = 0.44
Iter 740 training loss = 5.301 , time = 0.44
Iter 760 training loss = 3.594 , time = 0.45
Iter 780 training loss = 5.432 , time = 0.44
Iter 800 training loss = 3.727 , time = 0.44
Iter 820 training loss = 4.152 , time = 0.44
Iter 840 training loss = 3.820 , time = 0.44
Iter 860 training loss = 3.559 , time = 0.44
Iter 880 training loss = 3.539 , time = 0.44
Iter 900 training loss = 4.856 , time = 0.44
Iter 920 training loss = 3.492 , time = 0.45
Iter 940 training loss = 4.998 , time = 0.44
Iter 960 training loss = 4.822 , time = 0.44
Iter 980 training loss = 4.152 , time = 0.44
Iter 1000 training loss = 3.497 , time = 0.44
Iter 1020 training loss = 4.674 , time = 0.44
Iter 1040 training loss = 3.360 , time = 0.44
Iter 1060 training loss = 3.012 , time = 0.44
Iter 1080 training loss = 4.246 , time = 0.44
Iter 1100 training loss = 4.026 , time = 0.44
Iter 1120 training loss = 3.117 , time = 0.44
Iter 1140 training loss = 4.955 , time = 0.44
Iter 1160 training loss = 5.526 , time = 0.44
Iter 1180 training loss = 5.113 , time = 0.44
Iter 1200 training loss = 3.400 , time = 0.44
Iter 1220 training loss = 6.707 , time = 0.45
Iter 1240 training loss = 3.790 , time = 0.44
Iter 1260 training loss = 4.061 , time = 0.44
Iter 1280 training loss = 4.297 , time = 0.44
Iter 1300 training loss = 3.900 , time = 0.44
Iter 1320 training loss = 5.143 , time = 0.44
Iter 1340 training loss = 5.151 , time = 0.44
Iter 1360 training loss = 4.609 , time = 0.45
Iter 1380 training loss = 5.381 , time = 0.44
Iter 1400 training loss = 5.232 , time = 0.44
Iter 1420 training loss = 3.225 , time = 0.44
Iter 1440 training loss = 3.771 , time = 0.44
Iter 1460 training loss = 6.202 , time = 0.44
Iter 1480 training loss = 2.831 , time = 0.44
Iter 1500 training loss = 5.853 , time = 0.44
Iter 1520 training loss = 3.275 , time = 0.44
Iter 1540 training loss = 5.509 , time = 0.46
Iter 1560 training loss = 4.293 , time = 0.49
Iter 1580 training loss = 4.481 , time = 0.46
Iter 1600 training loss = 3.505 , time = 0.44
Iter 1620 training loss = 4.657 , time = 0.44
Iter 1640 training loss = 4.396 , time = 0.44
Iter 1660 training loss = 3.616 , time = 0.44
Iter 1680 training loss = 4.800 , time = 0.44
Iter 1700 training loss = 4.117 , time = 0.44
Iter 1720 training loss = 5.576 , time = 0.44
Iter 1740 training loss = 4.184 , time = 0.44
Iter 1760 training loss = 3.071 , time = 0.44
Iter 1780 training loss = 3.891 , time = 0.44
Iter 1800 training loss = 5.127 , time = 0.44
Iter 1820 training loss = 3.117 , time = 0.44
Iter 1840 training loss = 4.302 , time = 0.44
Iter 1860 training loss = 3.574 , time = 0.44
Iter 1880 training loss = 7.107 , time = 0.44
Iter 1900 training loss = 3.360 , time = 0.44
Iter 1920 training loss = 4.818 , time = 0.44
Iter 1940 training loss = 2.807 , time = 0.44
Iter 1960 training loss = 3.509 , time = 0.44
Iter 1980 training loss = 3.167 , time = 0.44
Iter 2000 training loss = 3.686 , time = 0.44
Iter 2020 training loss = 4.319 , time = 0.44
Iter 2040 training loss = 3.185 , time = 0.44
Iter 2060 training loss = 4.230 , time = 0.44
Iter 2080 training loss = 3.451 , time = 0.44
Iter 2100 training loss = 3.760 , time = 0.44
Iter 2120 training loss = 5.466 , time = 0.44
Iter 2140 training loss = 2.882 , time = 0.44
Iter 2160 training loss = 3.881 , time = 0.44
Iter 2180 training loss = 5.665 , time = 0.44
Iter 2200 training loss = 3.828 , time = 0.44
epoch 18 total training loss = 4.142
This is 19-th epoch
learning rate : 0.000135
Iter 0 training loss = 3.411 , time = 0.46
Iter 20 training loss = 3.973 , time = 0.44
Iter 40 training loss = 3.736 , time = 0.44
Iter 60 training loss = 3.341 , time = 0.44
Iter 80 training loss = 4.267 , time = 0.44
Iter 100 training loss = 3.703 , time = 0.44
Iter 120 training loss = 3.991 , time = 0.44
Iter 140 training loss = 3.429 , time = 0.44
Iter 160 training loss = 4.590 , time = 0.44
Iter 180 training loss = 3.288 , time = 0.44
Iter 200 training loss = 2.463 , time = 0.44
Iter 220 training loss = 4.800 , time = 0.44
Iter 240 training loss = 4.165 , time = 0.44
Iter 260 training loss = 4.222 , time = 0.44
Iter 280 training loss = 3.880 , time = 0.44
Iter 300 training loss = 3.493 , time = 0.44
Iter 320 training loss = 4.112 , time = 0.44
Iter 340 training loss = 4.821 , time = 0.44
Iter 360 training loss = 3.997 , time = 0.44
Iter 380 training loss = 3.409 , time = 0.44
Iter 400 training loss = 4.461 , time = 0.44
Iter 420 training loss = 3.393 , time = 0.44
Iter 440 training loss = 5.463 , time = 0.44
Iter 460 training loss = 3.632 , time = 0.44
Iter 480 training loss = 4.609 , time = 0.44
Iter 500 training loss = 6.952 , time = 0.44
Iter 520 training loss = 3.713 , time = 0.44
Iter 540 training loss = 3.231 , time = 0.44
Iter 560 training loss = 3.974 , time = 0.44
Iter 580 training loss = 4.192 , time = 0.44
Iter 600 training loss = 3.048 , time = 0.44
Iter 620 training loss = 4.521 , time = 0.44
Iter 640 training loss = 3.936 , time = 0.44
Iter 660 training loss = 3.673 , time = 0.44
Iter 680 training loss = 3.478 , time = 0.44
Iter 700 training loss = 3.535 , time = 0.44
Iter 720 training loss = 3.436 , time = 0.44
Iter 740 training loss = 4.322 , time = 0.44
Iter 760 training loss = 5.093 , time = 0.44
Iter 780 training loss = 3.450 , time = 0.44
Iter 800 training loss = 3.661 , time = 0.44
Iter 820 training loss = 4.043 , time = 0.44
Iter 840 training loss = 3.975 , time = 0.44
Iter 860 training loss = 3.879 , time = 0.44
Iter 880 training loss = 6.397 , time = 0.44
Iter 900 training loss = 4.645 , time = 0.44
Iter 920 training loss = 3.268 , time = 0.44
Iter 940 training loss = 3.597 , time = 0.44
Iter 960 training loss = 2.286 , time = 0.44
Iter 980 training loss = 4.558 , time = 0.44
Iter 1000 training loss = 3.973 , time = 0.44
Iter 1020 training loss = 3.240 , time = 0.44
Iter 1040 training loss = 4.783 , time = 0.44
Iter 1060 training loss = 4.259 , time = 0.44
Iter 1080 training loss = 3.311 , time = 0.44
Iter 1100 training loss = 3.535 , time = 0.44
Iter 1120 training loss = 4.730 , time = 0.44
Iter 1140 training loss = 2.368 , time = 0.44
Iter 1160 training loss = 4.232 , time = 0.44
Iter 1180 training loss = 3.757 , time = 0.44
Iter 1200 training loss = 4.202 , time = 0.44
Iter 1220 training loss = 5.225 , time = 0.44
Iter 1240 training loss = 4.359 , time = 0.44
Iter 1260 training loss = 4.152 , time = 0.44
Iter 1280 training loss = 3.559 , time = 0.44
Iter 1300 training loss = 4.609 , time = 0.45
Iter 1320 training loss = 3.435 , time = 0.44
Iter 1340 training loss = 3.085 , time = 0.44
Iter 1360 training loss = 4.223 , time = 0.44
Iter 1380 training loss = 3.446 , time = 0.44
Iter 1400 training loss = 3.008 , time = 0.44
Iter 1420 training loss = 3.865 , time = 0.44
Iter 1440 training loss = 3.420 , time = 0.44
Iter 1460 training loss = 3.374 , time = 0.44
Iter 1480 training loss = 5.702 , time = 0.44
Iter 1500 training loss = 3.575 , time = 0.44
Iter 1520 training loss = 4.007 , time = 0.44
Iter 1540 training loss = 2.486 , time = 0.44
Iter 1560 training loss = 4.660 , time = 0.44
Iter 1580 training loss = 3.974 , time = 0.44
Iter 1600 training loss = 4.150 , time = 0.44
Iter 1620 training loss = 4.109 , time = 0.44
Iter 1640 training loss = 3.177 , time = 0.44
Iter 1660 training loss = 3.808 , time = 0.44
Iter 1680 training loss = 3.864 , time = 0.44
Iter 1700 training loss = 3.847 , time = 0.44
Iter 1720 training loss = 3.170 , time = 0.44
Iter 1740 training loss = 4.455 , time = 0.44
Iter 1760 training loss = 4.076 , time = 0.44
Iter 1780 training loss = 3.483 , time = 0.44
Iter 1800 training loss = 3.195 , time = 0.44
Iter 1820 training loss = 3.770 , time = 0.44
Iter 1840 training loss = 4.445 , time = 0.44
Iter 1860 training loss = 3.052 , time = 0.44
Iter 1880 training loss = 2.838 , time = 0.44
Iter 1900 training loss = 3.690 , time = 0.44
Iter 1920 training loss = 4.271 , time = 0.44
Iter 1940 training loss = 5.466 , time = 0.44
Iter 1960 training loss = 3.963 , time = 0.44
Iter 1980 training loss = 3.742 , time = 0.44
Iter 2000 training loss = 3.683 , time = 0.44
Iter 2020 training loss = 3.701 , time = 0.44
Iter 2040 training loss = 4.434 , time = 0.44
Iter 2060 training loss = 4.890 , time = 0.44
Iter 2080 training loss = 5.538 , time = 0.44
Iter 2100 training loss = 4.115 , time = 0.44
Iter 2120 training loss = 3.198 , time = 0.44
Iter 2140 training loss = 3.459 , time = 0.44
Iter 2160 training loss = 4.194 , time = 0.44
Iter 2180 training loss = 4.646 , time = 0.44
Iter 2200 training loss = 5.717 , time = 0.44
epoch 19 total training loss = 4.082
This is 20-th epoch
learning rate : 0.000122
Iter 0 training loss = 3.692 , time = 0.48
Iter 20 training loss = 3.048 , time = 0.44
Iter 40 training loss = 4.100 , time = 0.44
Iter 60 training loss = 4.092 , time = 0.44
Iter 80 training loss = 4.244 , time = 0.44
Iter 100 training loss = 3.803 , time = 0.44
Iter 120 training loss = 4.126 , time = 0.44
Iter 140 training loss = 4.602 , time = 0.44
Iter 160 training loss = 4.227 , time = 0.44
Iter 180 training loss = 4.284 , time = 0.44
Iter 200 training loss = 2.941 , time = 0.44
Iter 220 training loss = 5.363 , time = 0.44
Iter 240 training loss = 2.631 , time = 0.44
Iter 260 training loss = 3.651 , time = 0.44
Iter 280 training loss = 2.873 , time = 0.44
Iter 300 training loss = 4.634 , time = 0.44
Iter 320 training loss = 5.156 , time = 0.44
Iter 340 training loss = 2.438 , time = 0.44
Iter 360 training loss = 3.174 , time = 0.44
Iter 380 training loss = 4.047 , time = 0.44
Iter 400 training loss = 3.603 , time = 0.44
Iter 420 training loss = 3.483 , time = 0.44
Iter 440 training loss = 5.733 , time = 0.44
Iter 460 training loss = 3.107 , time = 0.44
Iter 480 training loss = 3.784 , time = 0.44
Iter 500 training loss = 3.250 , time = 0.44
Iter 520 training loss = 2.967 , time = 0.44
Iter 540 training loss = 5.017 , time = 0.44
Iter 560 training loss = 2.965 , time = 0.44
Iter 580 training loss = 2.972 , time = 0.44
Iter 600 training loss = 3.970 , time = 0.44
Iter 620 training loss = 3.376 , time = 0.44
Iter 640 training loss = 4.975 , time = 0.44
Iter 660 training loss = 3.333 , time = 0.44
Iter 680 training loss = 3.529 , time = 0.44
Iter 700 training loss = 3.679 , time = 0.44
Iter 720 training loss = 3.342 , time = 0.44
Iter 740 training loss = 4.717 , time = 0.44
Iter 760 training loss = 5.519 , time = 0.44
Iter 780 training loss = 2.216 , time = 0.44
Iter 800 training loss = 3.302 , time = 0.44
Iter 820 training loss = 4.052 , time = 0.45
Iter 840 training loss = 3.315 , time = 0.44
Iter 860 training loss = 2.354 , time = 0.44
Iter 880 training loss = 5.177 , time = 0.44
Iter 900 training loss = 4.105 , time = 0.44
Iter 920 training loss = 6.022 , time = 0.44
Iter 940 training loss = 4.989 , time = 0.44
Iter 960 training loss = 3.563 , time = 0.44
Iter 980 training loss = 4.493 , time = 0.44
Iter 1000 training loss = 3.732 , time = 0.44
Iter 1020 training loss = 3.786 , time = 0.44
Iter 1040 training loss = 4.413 , time = 0.44
Iter 1060 training loss = 3.489 , time = 0.44
Iter 1080 training loss = 4.268 , time = 0.44
Iter 1100 training loss = 3.815 , time = 0.44
Iter 1120 training loss = 4.985 , time = 0.44
Iter 1140 training loss = 4.216 , time = 0.45
Iter 1160 training loss = 3.838 , time = 0.44
Iter 1180 training loss = 2.213 , time = 0.44
Iter 1200 training loss = 4.575 , time = 0.44
Iter 1220 training loss = 4.212 , time = 0.44
Iter 1240 training loss = 4.199 , time = 0.44
Iter 1260 training loss = 4.069 , time = 0.44
Iter 1280 training loss = 5.007 , time = 0.44
Iter 1300 training loss = 5.311 , time = 0.44
Iter 1320 training loss = 3.445 , time = 0.44
Iter 1340 training loss = 3.154 , time = 0.44
Iter 1360 training loss = 4.399 , time = 0.44
Iter 1380 training loss = 5.375 , time = 0.44
Iter 1400 training loss = 4.569 , time = 0.44
Iter 1420 training loss = 2.967 , time = 0.44
Iter 1440 training loss = 4.053 , time = 0.44
Iter 1460 training loss = 4.464 , time = 0.44
Iter 1480 training loss = 3.486 , time = 0.44
Iter 1500 training loss = 3.317 , time = 0.44
Iter 1520 training loss = 3.939 , time = 0.44
Iter 1540 training loss = 1.932 , time = 0.44
Iter 1560 training loss = 3.439 , time = 0.44
Iter 1580 training loss = 3.869 , time = 0.44
Iter 1600 training loss = 3.835 , time = 0.44
